Quary,Answer
智能工厂、智能车间的项目。,苏州市-高新区的支持政策发布时间是2020年。其政策名称是《苏州高新区关于加快发展智能制造促进高质量发展的若干意见》政策有效期至：2022年12月31日，其支持政策的申报时间和类别是①申报2021年苏州高新区工业经济发展专项扶持资金关于组织申报2021年苏州高新区智能制造专项扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)②申报2021年苏州高新区工业高质量发展扶持资金关于组织申报2021年苏州高新区工业高质量发展扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)其支持政策规定的申报方式是①线下申报主体向项目所在地经济管理部门提出申请，按申报通知要求提供完整的项目申报材料申报截止时间：2021.11.1②线上通过苏州高新区企业服务云平台进行在线申报（http://escloud.snd.gov.cn/home）申报截止时间：2021.10.31其支持政策的具体内容是2.对经认定的国家级、省级、市级智能工厂的，分别给予200万元、100万元和50万元的一次性奖励；对经认定的国家、省、市级示范智能车间的，分别一次性奖励100万元、30万元、10万元。
两化（深度）融合类示范试点的项目。,苏州市-高新区的支持政策发布时间是2020年。其政策名称是《苏州高新区工业高质量发展扶持政策》政策有效期至：2022年12月31日，其支持政策的申报时间和类别是①申报2021年苏州高新区工业经济发展专项扶持资金关于组织申报2021年苏州高新区智能制造专项扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)②申报2021年苏州高新区工业高质量发展扶持资金关于组织申报2021年苏州高新区工业高质量发展扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)其支持政策规定的申报方式是①线下申报主体向项目所在地经济管理部门提出申请，按申报通知要求提供完整的项目申报材料申报截止时间：2021.11.1②线上通过苏州高新区企业服务云平台进行在线申报（http://escloud.snd.gov.cn/home）申报截止时间：2021.10.31其支持政策的具体内容是3.对获得国家、省、市两化（深度）融合类示范企业的（两化融合、融合创新、信息安全、三网融合基地等），分别奖励100万元、30万元、10万元；对获得两化融合管理体系评定证书的，奖励30万元。
工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目。,苏州市-高新区的支持政策发布时间是2020年。其政策名称是《苏州高新区工业高质量发展扶持政策》政策有效期至：2022年12月31日，其支持政策的申报时间和类别是①申报2021年苏州高新区工业经济发展专项扶持资金关于组织申报2021年苏州高新区智能制造专项扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)②申报2021年苏州高新区工业高质量发展扶持资金关于组织申报2021年苏州高新区工业高质量发展扶持资金的通知_企业服务_苏州高新区管委会（虎丘区人民政府）(snd.gov.cn)其支持政策规定的申报方式是①线下申报主体向项目所在地经济管理部门提出申请，按申报通知要求提供完整的项目申报材料申报截止时间：2021.11.1②线上通过苏州高新区企业服务云平台进行在线申报（http://escloud.snd.gov.cn/home）申报截止时间：2021.10.31其支持政策的具体内容是4.对获批国家、省、市工业互联网类试点示范企业的（重点平台、专业服务商、标杆工厂、典型应用企业等），分别奖励50万元、20万元、10万元。
小巨人企业（专精特新产品）的项目。,苏州市-高新区的支持政策发布时间是2020年5月27日。其政策名称是《关于印发苏州高新区工业高质量发展扶持政策的通知》，其支持政策的申报时间和类别是自2020年5月27日至2022年12月31日。其支持政策规定的申报方式是①线下申报主体向项目所在地经济管理部门提出申请，按申报通知要求提供完整的项目申报材料申报截止时间：2021.11.1②线上通过苏州高新区企业服务云平台进行在线申报（http://escloud.snd.gov.cn/home）申报截止时间：2021.10.31其支持政策的具体内容是5.对获批国家、省、市工业互联网类试点示范企业的（重点平台、专业服务商、标杆工厂、典型应用企业等），分别奖励50万元、20万元、10万元。
单项冠军的项目。,苏州市-高新区的支持政策发布时间是2020年5月27日。其政策名称是《关于印发苏州高新区工业高质量发展扶持政策的通知》，其支持政策的申报时间和类别是自2020年5月27日至2022年12月31日。其支持政策规定的申报方式是①线下申报主体向项目所在地经济管理部门提出申请，按申报通知要求提供完整的项目申报材料申报截止时间：2021.11.1②线上通过苏州高新区企业服务云平台进行在线申报（http://escloud.snd.gov.cn/home）申报截止时间：2021.10.31其支持政策的具体内容是6.对获得国家级单项冠军示范企业、培育企业、单项冠军产品企业称号的，分别给予100万元、50万元、50万元的奖励。
星级上云的项目。,苏州市-吴中区的支持政策发布时间是2020年5月27日。其政策名称是《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日，其支持政策的申报时间和类别是2020年度促进吴中区工业经济高质量发展及加快机器人与智能制造产业提升专项资金项目申报http://www.szwz.gov.cn//szwz/bmgg/202007/4b276b61673e4d01b9c8ba77f1538b22.shtml其支持政策规定的申报方式是线上+线下线上：苏州市吴中区专项资金管理信息平台（http://221.224.15.177:6060）2020.7.21-2020.8.5线下：一式三份交至项目所在地经信办2020.7.21-2020.8.5其支持政策的具体内容是1.对成功创建星级上云企业，按照三星、四星、五星三个等级分别给予最高3万元、5万元、10万元的一次性补贴。
两化（深度）融合类示范试点的项目。,苏州市-吴中区的支持政策发布时间是2020年5月27日。其政策名称是《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日，其支持政策的申报时间和类别是2020年度促进吴中区工业经济高质量发展及加快机器人与智能制造产业提升专项资金项目申报http://www.szwz.gov.cn//szwz/bmgg/202007/4b276b61673e4d01b9c8ba77f1538b22.shtml其支持政策规定的申报方式是线上+线下线上：苏州市吴中区专项资金管理信息平台（http://221.224.15.177:6060）2020.7.21-2020.8.5线下：一式三份交至项目所在地经信办2020.7.21-2020.8.5其支持政策的具体内容是2.对获得两化融合国家、省、市级示范认定的企业，分别奖励50万元、30万元和10万元；获得国家、省、市级两化融合试点认定的企业，分别奖励20万元、10万元和5万元；对通过工信部两化融合管理体系贯标评定的企业奖励20万元。
工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目。,苏州市-吴中区的支持政策发布时间是2020年5月27日。其政策名称是《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日，其支持政策的申报时间和类别是2020年度促进吴中区工业经济高质量发展及加快机器人与智能制造产业提升专项资金项目申报http://www.szwz.gov.cn//szwz/bmgg/202007/4b276b61673e4d01b9c8ba77f1538b22.shtml其支持政策规定的申报方式是线上+线下线上：苏州市吴中区专项资金管理信息平台（http://221.224.15.177:6060）2020.7.21-2020.8.5线下：一式三份交至项目所在地经信办2020.7.21-2020.8.5其支持政策的具体内容是【注】：智能车间申报除了市里的政策吴中区区单独再配10万
专精特新、小巨人企业、单项冠军的项目。,苏州市-吴中区的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日，其支持政策的申报时间和类别是2020年度促进吴中区工业经济高质量发展及加快机器人与智能制造产业提升专项资金项目申报http://www.szwz.gov.cn//szwz/bmgg/202007/4b276b61673e4d01b9c8ba77f1538b22.shtml其支持政策规定的申报方式是线上+线下线上：苏州市吴中区专项资金管理信息平台（http://221.224.15.177:6060）2020.7.21-2020.8.5线下：一式三份交至项目所在地经信办2020.7.21-2020.8.5其支持政策的具体内容是3.对新获认定的国家制造业单项冠军、国家“专精特新”小巨人企业分别奖励200万元、100万元；对新获认定的江苏省小巨人企业、江苏省专精特新产品和苏州市专精特新企业分别奖励50万元、20万元、10万元。
绿色工厂、供应链管理企业的项目。,苏州市-吴中区的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是《关于促进吴中区工业经济高质量发展若干政策措施意见》有效期：2021年5月1日至2023年12月31日，其支持政策的申报时间和类别是2020年度促进吴中区工业经济高质量发展及加快机器人与智能制造产业提升专项资金项目申报http://www.szwz.gov.cn//szwz/bmgg/202007/4b276b61673e4d01b9c8ba77f1538b22.shtml其支持政策规定的申报方式是线上+线下线上：苏州市吴中区专项资金管理信息平台（http://221.224.15.177:6060）2020.7.21-2020.8.5线下：一式三份交至项目所在地经信办2020.7.21-2020.8.5其支持政策的具体内容是4.获得国家、省级绿色工厂、绿色供应链称号的企业，分别给予最高100万元、50万元的奖励。对获得国家、省级绿色产品称号的企业，分别奖励30万元、10万元。；
星级上云的项目。,苏州市-昆山市的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是1.对获评省三星级、四星级、五星级的上云企业，分别给予最高1万元、5万元、10万元奖励。
智能工厂、智能车间的项目。,苏州市-昆山市的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是2.对获评省级、苏州市级智能制造示范车间的企业分别给予最高50万元、20万元奖励。对获评苏州市级智能制造示范工厂给予最高100万元奖励。
两化（深度）融合类示范试点的项目。,苏州市-昆山市的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是2.对获评省级、苏州市级智能制造示范车间的企业分别给予最高50万元、20万元奖励。对获评苏州市级智能制造示范工厂给予最高100万元奖励。
工业互联网平台、APP，5G+工业互联网试点示范项目、典型应用场景优秀案例的项目。,苏州市-昆山市的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是3.对获评国家级、省级工业互联网应用试点示范企业分别给予最高100万元、50万元奖励。对获评国家级、省级工业互联网平台企业分别给予最高100万元、50万元奖励。对获评国家级、省级、苏州市级工业互联网APP优秀解决方案的项目分别给予最高50万元、40万元、30万元的奖励。对昆山市级垂直行业试点示范项目给予最高100万元奖励。对获评国家级、省级、苏州市级“5G+工业互联网”典型应用场景的优秀案例，分别给予最高50万元、30万元、20万元奖励。
国家级、省级制造业与互联网融合发展试点示范项目、国家级、省级制造业“双创”平台试点示范项目、国家级、省级工业互联网平台、国家级、省级工业互联网标杆工厂；的项目。,苏州市-昆山市的支持政策发布时间是《区政府印发关于促进吴中区工业经济高质量发展若干政策措施意见的通知》（自2021年5月1日至2023年12月31日。）。其政策名称是关于推进制造业智能化改造和数字化转型的若干措施的通知有效期至2024年2月25日，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是4.对新认定为国家、省工业互联网平台的企业分别给予50万元和30万元奖励。（按照就高不重复原则）
中小企业专精特新的项目。,"苏州市-昆山市的支持政策发布时间是自2019年2月19日起施行。其政策名称是《关于加快推进中小企业""专精特新""发展的实施意见》，其支持政策的申报时间和类别是昆山市高质量发展（工业经济）专项资金（两批）第一批：2020.03.10第二批：2020.09.18其支持政策规定的申报方式是线上+线下线下：企业申报材料（纸质1份，按A4纸规格装订成册）经区镇审核盖章（申报主体所在地区镇人民政府章）线上：http://www.kststis.com，进入“2020年企业项目申报入口”，有关文本格式和要求在网站查询和下载其支持政策的具体内容是对认定为昆山市级以上“专精特新”企业、科技（隐形）小巨人企业，分档给予最高50万元的奖励；对获得省“专精特新”产品的企业，给予30万元奖励；对列入昆山市级“隐形冠军”培育库的企业在三年培育期内给予最高100万元的奖励；对获得省级以上“隐形冠军”、制造业单项冠军等称号的企业分档给予最高300万元的奖励。"
星级上云的项目。,苏州市-常熟市的支持政策发布时间是2021年2月4日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是1.对获评省五星级、四星级、三星级上云的企业，给予最高10万元、5万元、3万元的奖励。
智能工厂、智能车间的项目。,苏州市-常熟市的支持政策发布时间是2021年2月4日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是2.对获评省、苏州智能制造示范车间的企业，给予最高20万元、10万元的奖励；对获评苏州智能制造示范工厂的企业，给予最高50万元的奖励。
两化（深度）融合类示范试点的项目。,苏州市-常熟市的支持政策发布时间是2021年2月4日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是3.对获评国家、省、苏州工业互联网（两化融合）领域示范企业，给予最高50万元、20万元、10万元的奖励。对列入国家、省两化融合管理体系贯标试点，且获得两化融合管理体系评定的企业，给予最高30万元、15万元的奖励。
5G+工业互联网的项目。,苏州市-常熟市的支持政策发布时间是2021年2月4日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是4.对获评苏州市级垂直行业试点示范项目、优秀案例，给予最高50万元、20万元的奖励。
工业互联网APP、工业互联网平台的项目。,苏州市-常熟市的支持政策发布时间是2021年2月4日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是5.对获评国家、省、苏州工业互联网APP优秀解决方案的项目，给予最高50万元、20万元、10万元的奖励。对获评国家、省、苏州市工业互联网平台的企业，给予最高100万元、50万元、20万元的奖励。
专精特新企业的项目。,苏州市-常熟市的支持政策发布时间是自2022年5月27日起施行。其政策名称是《2021年度提升存量企业竞争力若干政策项目申报指南》，其支持政策的申报时间和类别是2020年度提升存量企业竞争力若干政策项目申报2020年度提升存量企业竞争力若干政策项目申报指南-常熟市人民政府(changshu.gov.cn)其支持政策规定的申报方式是线下纸质材料，2021.4.8-2021.4月底其支持政策的具体内容是对通过认定的专精特新企业，分类分档进行奖补。最高奖补额度为：常熟市级10万元、苏州市级15万元、省级20万元、国家级50万元。
星级上云的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2021年度提升存量企业竞争力若干政策项目申报指南》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是1.鼓励中小企业上云用平台，省三星级、四星级、五星级上云企业，分别给予最高1万、5万、10万奖励。
智能工厂、智能车间的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2020年张家港市工业和信息化产业转型升级专项资金》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是2.对经认定的国家、省、苏州市和张家港市示范智能车间（工厂），分别给予200万元、100万元、50万元、30万元资助。获评国家级智能制造项目的，资助200万元（含上级）。对开展智能车间（工厂）诊断的企业，给予每家不超过5万元的资助。
两化（深度）融合类示范试点的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2020年张家港市工业和信息化产业转型升级专项资金》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是2.通过国家两化融合管理体系评定30万元。
工业互联网示范试点类企业（工业互联网重点平台、工业互联网标杆工厂、工业互联网典型应用企业、工业互联网专业服务商等）的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2020年张家港市工业和信息化产业转型升级专项资金》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是3.国家、省、苏州市工业互联网试点企业（包括重点平台、APP优秀解决方案等）分别为50万元、30万元、20万元。
绿色工厂、供应链管理企业的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2020年张家港市工业和信息化产业转型升级专项资金》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是4.入选国家级、省级绿色制造名单（园区、企业、产品、供应链）分别为30万元、20万元。
单项冠军、专精特新、小巨人的项目。,苏州市-张家港市的支持政策发布时间是2021年4月16日。其政策名称是《2020年张家港市工业和信息化产业转型升级专项资金》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是5.工信部制造业单项冠军示范（培育）、单项冠军产品、国家专精特新“小巨人”企业50万元；省专精特新产品、科技小巨人、单项冠军、隐形小巨人（高成长）企业30万元；苏州市专精特新示范企业10万元。其政策名称是关于印发《张家港保税区产业创新高质量发展扶持政策》的通知，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是6、入选工信部制造业单项冠军示范（培育）单项冠军产品、国家专精特新“小巨人”企业给予25万元奖励；入选省专精特新产品、科技小巨人、单项冠军、隐形小巨人（高成长）企业给予15万元奖励；入选苏州市专精特新示范企业给予5万元奖励。
星级上云的项目。,苏州市-太仓市的支持政策发布时间是2021年1月13日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是1.对获评省三星级、四星级、五星级的上云企业，根据实际投入一次性分别给予不高于3万元、10万元、20万元的补贴。
智能工厂、智能车间的项目。,苏州市-太仓市的支持政策发布时间是2021年1月13日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是2.全市每年获评苏州市级以上示范智能车间（工厂）不少于30家;对获评省级示范智能车间或工业互联网（数字化转型）示范试点的企业给予最高50万元奖励。对获评苏州市级示范智能车间给予最高20万元奖励。对获评苏州市级智能制造示范工厂的企业给予最高100万元奖励（对列入培育名单的企业给予最高10万元奖励）。对获评苏州市工业互联网（数字化转型）典型（重点平台、专业服务商和典型应用）的企业给予最高10万元奖励。依托其优势资源及专业能力，分行业、分类型、分层次开展企业智能制造诊断及顾问咨询服务，每家工厂诊断服务费不高于20万元，每个车间诊断服务费不高于5万元。
工业互联网平台、APP，5G+工业互联网试点示范项目、典型应用场景优秀案例的项目。,苏州市-太仓市的支持政策发布时间是2021年1月13日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是3.对跨行业服务的优秀平台和专注特定行业服务的优秀平台，给予最高100万元的奖励。获评国家级工业互联网APP优秀解决方案的项目给予最高50万元的奖励，获评苏州优秀解决方案的项目给予最高30万元的奖励。对垂直行业试点示范项目给予最高100万元的奖励。遴选“5G+工业互联网”典型应用场景的优秀案例，对未获得我市其它智能化数字化奖励的应用场景案例，按其实际投入给予最高50万元的奖励。
两化（深度）融合类示范试点的项目。,苏州市-太仓市的支持政策发布时间是2021年1月13日。其政策名称是《关于推进制造业智能化改造和数字化转型的若干措施》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是4.大力推进两化融合管理体系贯标2.0。对开展实质贯标并取得评定证书的企业，给予最高30万元奖励。
专精特新“小巨人”的项目。,苏州市-太仓市的支持政策发布时间是自2021年1月1日至2023年12月31日起施行。其政策名称是《太仓市工业经济高质量发展若干扶持政策》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是新获得国家单项冠军企业、国家专精特新“小巨人”企业的，分别给予100万元、50万元奖励。新获得省级小巨人企业的，奖励30万元，新获得省专精特新产品的，奖励15万元。新获得苏州市专精特新企业的，奖励10万元。新获得太仓市小巨人企业的，奖励5万元。
智能车间的项目。,苏州市-工业园区的支持政策发布时间是自2021年1月1日至2023年12月31日起施行。其政策名称是《太仓市工业经济高质量发展若干扶持政策》，其支持政策的申报时间和类别是2021年张家港市工业和信息化产业转型升级专项资金关于组织申报2021年张家港市工业和信息化产业转型升级专项资金的通知-张家港市人民政府(zjg.gov.cn)其支持政策规定的申报方式是线下电子档+纸质版2020.4.9-2020.5.10其支持政策的具体内容是获评市级智能车间奖励20万元，区级智能车间奖励10万元。同时，可优先推荐苏州市智能工厂、省智能车间省工业互联网标杆工厂、智能工厂等。　其政策名称是2023年苏州市、苏州工业园区示范智能车间申报开始，其支持政策的申报时间和类别是市级示范智能车间其支持政策规定的申报方式是申请流程：请申报企业线下提供市级盖章申请表的纸质件；线上提供汇总表电子版、园区申请表（含承诺书）和市级申请表和申报书（含承诺书）盖章扫描件PDF版。（一）线上申请（截止日期：2023年6月23日）通过苏州工业园区企业发展服务中心官网（http://sme.sipac.gov.cn）——企业用户登录——业务征集平台，选择“2023年苏州市、苏州工业园区示范智能车间申报工作的通知”点击报名进入填报页面下载并上传相关附件。（二）线下提交材料（截止日期：2023年6月23日）纸质材料市级申请表无需胶装，一式一份（附件2）送至园区企业发展服务中心4号窗口（市场大厦2楼）。苏相合作区企业材料请递交至漕湖大厦7楼707室顾金星处。注：申报2023年苏州市智能车间的车间项目可同时申报区级车间（线上直接上传园区申报表即可）。纸质材料须从园区申报系统打印申报材料索引页，并且胶装在申报材料中最后一页。联系电话：企服热线：67068000企服二处：67068092经发委：66681027苏相合作区69575373其支持政策的具体内容是一、申报条件已获得2个及以上省、市级示范智能车间的企业不再参与申报，鼓励支持尚未获评过示范智能车间的企业优先申报。申报的车间须已建成并投产使用，一家企业一次只能申报1个示范智能车间。二、审核流程经发委将协同企服中心认真审核把关企业申报材料，同时委托第三方进行本地申报车间的现场初审工作，对经审核后符合条件的车间予以推荐上报。市工信局将根据各地推荐上报情况，组织专家对企业申报材料进行书面审查和现场核查，遴选出一批基础好、示范性强的车间作为市级示范智能车间，并优先推荐申报省级示范智能车间。未获评市级车间的，经发委和企服中心将组织专家对该车间进行园区级车间评选。三、
星级上云的项目。,苏州市-工业园区的支持政策发布时间是2023年6月2日。其政策名称是2023年苏州市、苏州工业园区示范智能车间申报开始，其支持政策的申报时间和类别是市级示范智能车间其支持政策规定的申报方式是申请流程：请申报企业线下提供市级盖章申请表的纸质件；线上提供汇总表电子版、园区申请表（含承诺书）和市级申请表和申报书（含承诺书）盖章扫描件PDF版。（一）线上申请（截止日期：2023年6月23日）通过苏州工业园区企业发展服务中心官网（http://sme.sipac.gov.cn）——企业用户登录——业务征集平台，选择“2023年苏州市、苏州工业园区示范智能车间申报工作的通知”点击报名进入填报页面下载并上传相关附件。（二）线下提交材料（截止日期：2023年6月23日）纸质材料市级申请表无需胶装，一式一份（附件2）送至园区企业发展服务中心4号窗口（市场大厦2楼）。苏相合作区企业材料请递交至漕湖大厦7楼707室顾金星处。注：申报2023年苏州市智能车间的车间项目可同时申报区级车间（线上直接上传园区申报表即可）。纸质材料须从园区申报系统打印申报材料索引页，并且胶装在申报材料中最后一页。联系电话：企服热线：67068000企服二处：67068092经发委：66681027苏相合作区69575373其支持政策的具体内容是奖补：三星上云1万，四星上云3万，五星上云5万（园区经发局直接口头反馈）
